Sl No,Accident_Index,Date,Day_of_Week,Time_of_Accident,Accident_Location_A,Accident_Location_A_Chainage_km,Accident_Location_A_Chainage_km_RoadSide,Nature_of_Accident_B1,Nature_of_Accident_B2,Nature_of_Accident_B3,Accident_Severity_C,Classification_of_Accident_C1,Classification_of_Accident_C2,Classification_of_Accident_C3,Causes_D1,Causes_D2,Causes_D3,Causes_D4,Causes_D5,Road_Feature_E,Road_Condition_F,Intersection_Type_G,Weather_Conditions_H,Vehicle_Type_Involved_J_V1,Vehicle_Type_Involved_J_V2,Vehicle_Type_Involved_J_V3,Vehicle_Type_Involved_J_V4,Number_of_Vehicles,Number_of_Casualties_Fatel,Number_of_Casualties_GrievousInjury,Number_of_Casualties_MinorInjury,Number_of_Casualties_NotInjured,Number_of_Casualties,Remarks
1725,323,42234,2,00:05,2,464.25,RHS,1,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
1726,324,42235,3,20:20,1,496.5,LHS,7h,,,1,1,,,2,,,,,4,1,,1,12,8,,,2,1,,,,1,
1727,325,42236,4,09:45,1,499.25,LHS,6,,,2,2,,,2,,,,,4,1,,1,12,6,,,2,,2,,,2,
1728,326,42236,4,22:45,2,467.8,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1729,327,42237,5,12:15,1,495.55,LHS,6,,,1,1,,,2,,,,,4,1,,1,12,6,,,2,2,,,,2,
1730,328,42237,5,14:45,2,488,LHS,7h,,,3,3,,,3,,,,,4,1,,1,8,,,,1,,,1,,1,
1731,329,42238,6,13:40,2,486.65,LHS,7h,,,2,2,,,2,,,,,4,1,,1,5,5,,,2,,1,,,1,
1732,330,42238,6,15:15,1,499.25,RHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
1733,331,42242,3,21:30,2,508.2,RHS,1,,,2,2,,,3,,,,,4,1,,1,5,5,,,2,,1,,,1,
1734,332,42245,6,20:20,2,487.25,RHS,1,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,2,,2,
1735,333,42246,7,21:30,2,423.94,LHS,7h,,,2,2,3,,3,,,,,4,1,,1,6,,,,1,,1,2,,3,
1736,334,42248,2,05:30,2,467.8,RHS,1,,,2,2,,,3,,,,,4,1,,2,5,,,,1,,1,,,1,
1737,335,42250,4,05:00,2,415.56,RHS,1,,,2,2,3,,3,,,,,4,1,,1,5,,,,1,,1,1,,2,
1738,336,42252,6,08:00,1,496.25,LHS,1,,,3,2,,,2,,,,,4,1,,2,5,8,,,2,,,1,,1,
1739,337,42253,7,17:30,2,405.34,RHS,6,,,2,2,,,3,,,,,4,1,,2,1,,,,1,,1,,,1,
1740,338,42254,1,05:00,2,420.78,LHS,1,,,2,2,3,,3,,,,,4,1,,3,5,1,,,2,,1,1,,2,
1741,339,42255,2,18:52,1,499.25,LHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,2,,2,
1742,340,42255,2,00:50,2,411.6,LHS,1,,,2,2,3,,3,,,,,4,1,,2,5,8,,,2,,1,1,,2,
1743,341,42255,2,05:05,1,501.8,RHS,1,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
1744,342,42257,4,15:30,1,499.75,RHS,1,,,2,2,,,3,,,,,4,1,,1,12,1,,,2,,1,,,1,
1745,343,42258,5,23:01,2,418.2,RHS,7h,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,5,,5,
1746,344,42258,5,15:45,1,501.95,RHS,1,,,2,2,,,2,,,,,4,1,,1,5,,,,1,,2,,,2,
1747,345,42258,5,16:00,2,483.55,LHS,1,,,2,2,,,2,,,,,4,1,,1,5,6,,,2,,2,,,2,
1748,346,42259,6,05:05,2,481.451,LHS,1,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,2,,2,
1749,347,42259,6,11:02,2,452.7,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1750,348,42260,7,19:35,2,425.8,RHS,1,,,2,2,3,,2,,,,,4,1,,1,12,6,,,2,,1,1,,2,
1751,349,42261,1,23:00,2,455.75,LHS,1,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
1752,350,42262,2,19:00,1,500.2,RHS,1,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
1753,351,42263,3,09:24,2,401.8,RHS,2,,,3,3,,,4,,,,,4,1,,2,11,,,,1,,,1,,1,
1754,352,42264,4,08:45,2,450.6,RHS,7h,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
1755,353,42265,5,23:08,2,471.9,LHS,2,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
1756,354,42266,6,22:00,1,504.8,LHS,7h,,,2,2,,,4,,,,,4,1,,1,12,8,,,2,,1,,,1,
1757,355,42266,6,21:30,1,506.1,LHS,1,,,2,2,,,3,,,,,4,1,,1,11,,,,1,,1,,,1,
1758,356,42266,6,21:00,2,428.2,LHS,7h,,,3,3,,,2,,,,,4,1,,1,11,,,,1,,,1,,1,
1759,357,42267,7,08:35,2,481.25,LHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,2,,2,
1760,358,42268,1,06:15,1,489.95,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1761,359,42268,1,00:30,2,411.64,LHS,6,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
1762,360,42269,2,13:15,2,425.2,LHS,2,,,1,1,,,2,,,,,4,1,,1,11,,,,1,1,,,,1,
1763,361,42269,2,13:22,2,425.25,LHS,1,,,3,3,,,3,,,,,4,1,,1,7,8,,,2,,,1,,1,
1764,362,42270,3,07:00,2,422.2,RHS,1,,,4,4,,,2,,,,,4,1,,1,1,,,,1,,,,1,0,
1765,363,42270,3,18:55,2,495,LHS,1,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
1766,364,42271,4,03:50,2,424.6,LHS,1,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,3,,,3,
1767,365,42271,4,09:00,1,496.25,LHS,1,,,2,2,3,,2,,,,,4,1,,1,6,,,,1,,1,1,,2,
1768,366,42273,6,09:30,2,476.6,RHS,7h,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1769,367,42275,1,02:00,2,447.65,RHS,7h,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1770,368,42276,2,05:40,2,403.13,LHS,1,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
1771,369,42278,4,11:00,1,501,RHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,2,,2,
1772,370,42280,6,11:00,2,489.95,LHS,7h,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
1773,371,42280,6,00:00,2,479.6,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1774,372,42281,7,05:30,1,499.3,RHS,7h,,,2,2,3,,2,,,,,4,1,,1,1,5,,,2,,1,3,,4,
1775,373,42282,1,19:00,1,496.3,RHS,1,,,3,3,,,2,,,,,4,1,,1,8,,,,1,,,1,,1,
1776,374,42282,1,07:02,1,500.7,LHS,7h,,,4,4,,,3,,,,,4,1,,1,1,,,,1,,,,1,0,
1777,375,42282,1,17:40,2,510.95,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1778,376,42283,2,17:40,1,493.6,RHS,1,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
1779,377,42283,2,20:30,2,430.82,RHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
1780,378,42284,3,14:15,1,500.55,LHS,6,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1781,379,42285,4,00:30,2,474.76,RHS,4,,,3,3,,,3,,,,,4,1,,1,1,5,,,2,,,2,,2,
1782,380,42287,6,03:30,2,506.4,RHS,4,,,3,3,,,3,,,,,4,1,,1,5,1,,,2,,,3,,3,
1783,381,42287,6,11:00,2,425.68,RHS,1,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
1784,382,42288,7,07:20,2,509,LHS,2,,,2,2,3,,3,,,,,4,1,,1,5,1,,,2,,2,1,,3,
1785,383,42288,7,05:45,2,506.65,RHS,4,,,3,3,,,2,,,,,4,1,,1,3,,,,1,,,1,,1,
1786,384,42288,7,09:30,2,417.96,RHS,2,,,1,1,,,3,,,,,4,1,,1,6,,,,1,1,,,,1,
1787,385,42288,7,11:08,2,421.18,LHS,2,,,1,1,2,,2,,,,,4,1,,1,6,5,,,2,1,2,,,3,
1788,386,42288,7,23:40,1,496.6,RHS,7h,,,2,2,,,3,,,,,4,1,,1,8,,,,1,,1,,,1,
1789,387,42289,1,22:12,2,463.84,RHS,7h,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,2,,2,
1790,388,42289,1,01:50,2,508,RHS,7h,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1791,389,42289,1,13:02,2,438.2,RHS,6,,,2,2,,,1,,,,,4,1,,1,11,,,,1,,2,,,2,
1792,390,42290,2,07:03,2,492.7,RHS,1,,,2,2,,,2,,,,,4,1,,1,5,,,,1,,1,,,1,
1793,391,42291,3,12:02,2,482.2,LHS,2,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
1794,392,42291,3,08:30,2,443.9,RHS,2,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,3,,,3,
1795,393,42293,5,19:00,2,428.24,RHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,2,,2,
1796,394,42294,6,10:30,2,420.32,RHS,7h,,,1,1,2,,2,,,,,4,1,,1,5,6,,,2,1,1,,,2,
1797,395,42294,6,22:05,2,502.05,LHS,7h,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
1798,396,42296,1,00:17,2,514.7,LHS,7h,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
1799,397,42296,1,21:30,1,498.05,RHS,7h,,,2,2,3,,2,,,,,4,1,,1,6,,,,1,,1,1,,2,
1800,398,42296,1,09:30,2,492.25,RHS,6,,,3,3,,,4,,,,,4,1,,1,6,,,,1,,,2,,2,
1801,399,42297,2,07:40,2,429.32,RHS,2,,,1,1,,,3,,,,,4,1,,1,6,,,,1,1,,,,1,
1802,400,42297,2,10:35,2,479.55,RHS,7h,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
1803,401,42297,2,22:10,2,489,LHS,6,,,2,2,3,,2,,,,,4,1,,1,5,,,,1,,2,4,,6,
1804,402,42298,3,17:06,2,403.3,RHS,6,,,2,2,,,4,,,,,4,1,,1,8,,,,1,,1,,,1,
1805,403,42298,3,10:00,1,498.2,RHS,7h,,,2,2,,,3,,,,,4,1,,1,1,,,,1,,1,,,1,
1806,404,42299,4,21:45,2,481.9,LHS,1,,,2,2,,,2,,,,,4,1,,1,8,,,,1,,1,,,1,
1807,405,42300,5,07:10,2,488.35,LHS,1,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
1808,406,42301,6,11:30,2,421.2,RHS,7h,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1809,407,42301,6,07:17,2,453.54,RHS,7h,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1810,408,42302,7,11:00,1,500.05,LHS,6,,,2,2,,,4,,,,,4,1,,1,8,,,,1,,2,,,2,
1811,409,42302,7,06:15,2,425.32,RHS,1,,,2,2,3,,3,,,,,4,1,,1,6,,,,1,,1,1,,2,
1812,410,42303,1,16:00,2,422.7,RHS,6,,,3,3,,,1,,,,,4,1,,1,6,,,,1,,,1,,1,
1813,411,42304,2,09:10,1,450.54,LHS,7h,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
1814,412,42304,2,20:13,1,453.28,LHS,1,,,2,2,,,3,,,,,4,1,,1,1,,,,1,,3,,,3,
1815,413,42305,3,07:15,2,428.24,RHS,7h,,,2,2,3,,3,,,,,4,1,,1,6,8,,,2,,1,1,,2,
1816,414,42305,3,09:00,2,436.6,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1817,415,42305,3,16:53,2,435.7,LHS,7h,,,2,2,,,2,,,,,4,1,,1,5,8,,,2,,1,,,1,
1818,416,42306,4,13:32,1,495.7,RHS,7h,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,2,,2,
1819,417,42307,5,04:45,2,482.3,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,3,,3,
1820,418,42307,5,04:30,2,432.3,LHS,7h,,,2,2,,,2,,,,,4,1,,1,11,,,,1,,1,,,1,
1821,419,42309,7,13:59,1,495.55,RHS,7h,,,3,3,,,2,,,,,4,1,,1,7,,,,1,,,2,,2,
1822,420,42309,7,16:18,2,509.45,RHS,7h,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1823,421,42310,1,00:35,2,507.25,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1824,422,42310,1,01:50,2,451.3,RHS,7d,,,3,3,,,1,,,,,4,1,,1,1,,,,1,,,1,,1,
1825,423,42312,3,20:30,1,495.4,LHS,7b,,,3,3,,,2,,,,,4,1,,1,9,,,,1,,,1,,1,
1826,424,42312,3,22:10,2,510.05,RHS,7d,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
1827,425,42313,4,04:30,2,491.3,LHS,7e,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
1828,426,42315,6,15:30,2,503.35,RHS,7b,,,3,3,,,1,,,,,4,1,,1,9,,,,1,,,1,,1,
1829,427,42316,7,14:00,2,486.35,RHS,7b,,,3,3,,,1,,,,,4,1,,1,9,,,,1,,,3,,3,
1830,428,42316,7,00:50,1,507,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1831,429,42316,7,07:15,2,405.3,LHS,2,,,2,2,,,2,,,,,4,1,,1,11,,,,1,,1,,,1,
1832,430,42316,7,10:00,2,432.6,LHS,7b,,,2,2,,,3,,,,,4,1,,1,5,9,,,2,,1,,,1,
1833,431,42316,7,20:45,2,434.32,RHS,7b,,,2,2,,,2,,,,,4,1,,1,9,,,,1,,1,,,1,
1834,432,42318,2,21:05,2,436.32,LHS,1,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
1835,433,42320,4,07:05,1,499.3,RHS,1,,,2,2,,,2,,,,,4,1,,1,6,3,,,2,,1,,,1,
1836,434,42320,4,15:00,1,495.8,RHS,6,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
1837,435,42321,5,19:30,2,413.2,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1838,436,42321,5,08:48,2,468.6,LHS,1,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,2,,2,
1839,437,42322,6,03:00,2,478.75,LHS,7d,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
1840,438,42323,7,23:10,1,502.35,RHS,7d,,,3,3,,,2,,,,,4,1,,1,1,,,,1,,,1,,1,
1841,439,42326,3,13:20,2,511.24,LHS,6,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
1842,440,42326,3,08:21,1,495.1,LHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,2,,2,
1843,441,42327,4,23:28,2,450.88,RHS,1,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,2,,2,
1844,442,42328,5,13:10,2,458.3,RHS,7b,,,2,2,,,2,,,,,4,1,,1,8,,,,1,,1,,,1,
1845,443,42330,7,10:45,2,484.5,LHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
1846,444,42330,7,17:00,1,501.55,LHS,1,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
1847,445,42331,1,20:30,2,411.32,LHS,7d,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
1848,446,42332,2,06:30,2,414.28,RHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
1849,447,42332,2,20:00,2,489.6,LHS,6,,,3,3,,,1,,,,,4,1,,1,11,,,,1,,,1,,1,
1850,448,42334,4,19:07,2,487.55,LHS,1,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
1851,449,42335,5,02:50,2,506.8,RHS,1,,,4,4,,,2,,,,,4,1,,1,1,,,,1,,,,1,0,
1852,450,42336,6,16:10,1,428.3,LHS,2,,,1,1,,,2,,,,,4,1,,1,6,,,,1,2,,,,2,
1853,451,42336,6,12:20,2,496.5,LHS,6,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
1854,452,42336,6,15:45,2,467.41,LHS,7b,,,1,1,,,4,,,,,4,1,,1,9,,,,1,1,,,,1,
1855,453,42337,7,05:45,1,507,RHS,7c,,,2,2,3,,3,,,,,4,1,,1,5,5,,,2,,1,2,,3,
1856,454,42337,7,19:40,2,427.9,RHS,7b,,,2,2,,,1,,,,,4,1,,1,9,,,,1,,1,,,1,
1857,455,42337,7,00:30,1,491.76,LHS,7c,,,2,2,,,2,,,,,4,1,,1,1,5,,,2,,7,,,7,
1858,456,42338,1,04:00,1,457.6,RHS,7d,,,4,4,,,3,,,,,4,1,,3,5,,,,1,,,,1,0,
1859,457,42338,1,20:30,2,411.32,LHS,7h,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
1860,458,42339,2,23:45,2,431.64,RHS,1,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
1861,459,42339,2,19:00,2,467.8,LHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
1862,460,42342,5,10:00,2,439.5,LHS,1,,,2,2,,,4,,,,,4,1,,1,1,,,,1,,4,,,4,
1863,461,42342,5,20:25,1,500.1,LHS,6,,,1,1,,,3,,,,,4,1,,1,6,,,,1,1,,,,1,
1864,462,42342,5,21:20,2,403.65,RHS,1,,,1,1,2,,2,,,,,4,1,,1,6,,,,1,1,1,,,2,
1865,463,42343,6,12:30,2,507.15,LHS,1,,,1,1,,,2,,,,,4,1,,1,6,,,,1,1,,,,1,
1866,464,42343,6,11:25,2,513,RHS,6,,,2,2,,,2,,,,,4,1,,1,5,,,,1,,2,,,2,
1867,465,42344,7,14:10,2,423.95,RHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
1868,466,42344,7,13:30,1,496,LHS,7d,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,2,,2,
1869,467,42345,1,06:00,2,402.22,LHS,7d,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
1870,468,42346,2,17:18,2,495.45,RHS,7d,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,2,,,2,
1871,469,42346,2,04:38,2,457.64,LHS,7d,,,2,2,3,,3,,,,,4,1,,1,5,,,,1,,1,1,,2,
1872,470,42348,4,16:10,2,400,RHS,2,,,1,1,2,,3,,,,,4,1,,1,5,6,,,2,1,1,,,2,
1873,471,42349,5,02:15,2,495.05,RHS,1,,,2,2,3,,3,,,,,4,1,,1,1,,,,1,,1,1,,2,
1874,472,42349,5,04:35,2,509.5,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1875,473,42349,5,16:35,1,490.3,RHS,1,,,2,2,,,2,,,,,4,1,,1,8,,,,1,,1,,,1,
1876,474,42350,6,00:00,2,487.4,LHS,6,,,2,2,,,4,,,,,4,1,,1,6,,,,1,,1,,,1,
1877,475,42351,7,16:50,2,489.3,LHS,7d,,,2,1,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
1878,476,42352,1,19:20,2,403.08,RHS,7d,,,2,2,,,3,,,,,4,1,,3,1,,,,1,,2,,,2,
1879,477,42353,2,18:40,2,414.1,LHS,7d,,,2,2,3,,2,,,,,4,1,,3,6,,,,1,,1,1,,2,
1880,478,42355,4,22:00,2,417.9,LHS,6,,,2,2,,,3,,,,,4,1,,1,1,,,,1,,1,,,1,
1881,479,42355,4,10:45,2,506.65,LHS,7d,,,4,4,,,3,,,,,4,1,,3,5,,,,1,,,,1,0,
1882,480,42355,4,10:33,2,492.34,RHS,1,,,3,3,,,3,,,,,4,1,,11,6,,,,1,,,1,,1,
1883,481,42355,4,23:15,2,465.9,RHS,7d,,,3,3,,,3,,,,,4,1,,11,5,,,,1,,,1,,1,
1884,482,42356,5,19:20,2,421.14,LHS,7d,,,2,2,,,2,,,,,4,1,,3,6,,,,1,,1,,,1,
1885,483,42356,5,07:40,2,480.6,RHS,6,,,4,4,,,3,,,,,4,1,,3,5,,,,1,,,,1,0,
1886,484,42356,5,10:15,2,498.95,RHS,7d,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
1887,485,42357,6,08:55,2,487.505,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
1888,486,42358,7,05:00,2,412.84,RHS,7d,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
1889,487,42358,7,23:10,2,434.14,LHS,1,,,2,2,,,2,,,,,4,1,,11,9,,,,1,,1,,,1,
1890,488,42359,1,17:25,2,403.6,RHS,7b,,,3,3,,,3,,,,,4,1,,3,9,,,,1,,,1,,1,
1891,489,42360,2,00:00,2,506.05,RHS,7c,,,4,4,,,3,,,,,4,1,,3,5,,,,1,,,,1,0,
1892,490,42360,2,19:30,2,415.12,RHS,1,,,3,3,,,3,,,,,4,1,,3,5,,,,1,,,1,,1,
1893,491,42362,4,08:30,2,471.9,LHS,7d,,,3,3,,,2,,,,,4,1,,3,1,,,,1,,,1,,1,
1894,492,42363,5,21:10,1,490.15,LHS,7d,,,2,2,,,2,,,,,4,1,,11,6,,,,1,,1,,,1,
1895,493,42363,5,08:20,2,482.48,RHS,7d,,,3,3,,,1,,,,,4,1,,1,5,,,,1,,,1,,1,
1896,494,42364,6,12:38,2,419.78,LHS,1,,,2,2,3,,2,,,,,4,1,,3,1,1,,,2,,1,4,,5,
1897,495,42364,6,16:50,2,458,LHS,7d,,,2,2,,,2,,,,,4,1,,3,6,,,,1,,2,,,2,
1898,496,42365,7,08:30,2,465.84,LHS,7d,,,3,3,,,3,,,,,4,1,,1,3,,,,1,,,1,,1,
1899,497,42366,1,06:25,2,411.2,LHS,7d,,,2,2,,,3,,,,,4,1,,11,5,,,,1,,1,,,1,
1900,498,42367,2,18:55,1,496.05,RHS,1,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
1901,499,42368,3,13:20,1,496.3,LHS,7a,,,2,2,,,3,,,,,4,1,,1,1,8,,,2,,1,,,1,
1902,500,42368,3,06:50,2,501.45,LHS,1,,,4,4,,,3,,,,,4,1,,11,5,,,,1,,,,1,0,
1903,501,42369,4,14:05,2,470.85,LHS,7d,,,1,1,,,3,,,,,4,1,,1,6,,,,1,1,,,,1,
1904,502,42369,4,13:05,2,502.5,LHS,7d,,,4,4,,,3,,,,,4,1,,1,6,,,,1,,,,1,0,
1905,503,42370,5,22:49,2,488,RHS,1,,,2,2,3,,4,,,,,4,1,,3,6,,,,1,,1,1,,2,
1906,504,42372,7,00:40,1,495.45,LHS,1,,,3,3,,,3,,,,,4,1,,3,6,,,,1,,,1,,1,
1907,505,42374,2,23:35,2,504.85,LHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
1908,506,42375,3,14:23,2,450.82,RHS,7d,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
1909,507,42376,4,17:10,1,497.3,LHS,7b,,,2,2,,,2,,,,,4,1,,1,9,,,,1,,1,,,1,
1910,508,42376,4,13:40,2,408.26,RHS,1,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
1911,509,42376,4,18:25,1,493.6,RHS,7d,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
1912,510,42377,5,12:30,2,437.58,LHS,6,,,3,3,,,3,,,,,4,1,,1,7,,,,1,,,1,,1,
1913,511,42377,5,01:20,2,470,LHS,7d,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
1914,512,42378,6,20:10,2,489.6,LHS,7a,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
1915,513,42378,6,02:05,2,422.76,RHS,7d,,,2,2,3,,3,,,,,4,1,,1,1,,,,1,,1,1,,2,
1916,514,42378,6,20:35,2,472.25,RHS,7d,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,2,,2,
1917,515,42379,7,11:00,2,400.5,LHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
1918,516,42379,7,20:00,2,421160,LHS,2,,,1,1,2,,2,,,,,4,1,,1,1,5,,,2,4,1,,,5,
1919,517,42380,1,00:25,2,451.92,RHS,7d,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
1920,518,42380,1,11:25,2,456.92,RHS,1,,,1,1,2,,3,,,,,4,1,,1,7,,,,1,3,2,,,5,
1921,519,42380,1,07:55,2,454.52,RHS,7d,,,4,4,,,3,,,,,4,1,,1,1,,,,1,,,,1,0,
1922,520,42381,2,11:45,1,421.44,LHS,1,,,3,3,,,2,,,,,4,1,,1,1,5,,,2,,,1,,1,
1923,521,42382,3,01:10,2,492,LHS,2,,,1,1,,,4,,,,,4,1,,11,11,,,,1,1,,,,1,
1924,522,42382,3,11:20,2,405,LHS,1,,,4,4,,,3,,,,,4,1,,1,1,,,,1,,,,1,0,
1925,523,42383,4,13:15,2,443.96,RHS,1,,,4,4,,,3,,,,,4,1,,3,5,,,,1,,,,1,0,
1926,524,42383,4,22:50,1,501.6,RHS,6,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,2,,,2,
1927,525,42383,4,22:40,1,501.25,RHS,6,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
1928,526,42387,1,12:10,2,411.92,LHS,1,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
1929,527,42388,2,00:17,2,445,LHS,7d,,,3,3,,,3,,,,,4,1,,11,5,,,,1,,,2,,2,
1930,528,42388,2,23:15,2,488.1,RHS,2,,,2,2,,,1,3,,,,4,1,,4,6,,,,1,,1,,,1,
1931,529,42389,3,06:30,1,492.05,LHS,1,,,2,2,,,2,,,,,4,1,,4,6,,,,1,,6,,,6,
1932,530,42390,4,19:50,1,492.9,RHS,6,,,1,1,,,2,,,,,4,1,,11,6,,,,1,1,,,,1,
1933,531,42390,4,09:30,2,452,RHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
1934,532,42391,5,19:00,1,492.55,LHS,6,,,2,2,,,3,,,,,4,1,,3,1,6,,,2,,1,,,1,
1935,533,42391,5,16:10,2,425.48,RHS,6,,,1,1,,,2,,,,,4,1,,1,5,6,,,2,1,,,,1,
1936,534,42391,5,06:02,2,472.6,LHS,7c,,,2,2,,,3,,,,,4,1,,11,5,5,,,2,,2,,,2,
1937,535,42392,6,17:30,1,497.2,RHS,1,,,3,3,,,3,,,,,4,1,,11,5,6,,,2,,,1,,1,
1938,536,42393,7,16:30,2,427.18,RHS,7c,,,2,2,,,2,,,,,4,1,,11,9,,,,1,,1,,,1,
1939,537,42393,7,15:40,1,495.5,RHS,3,,,1,1,,,2,,,,,4,1,,1,1,5,,,2,2,,,,2,
1940,538,42394,1,00:34,2,428.12,RHS,1,,,2,2,,,2,,,,,4,1,,1,9,,,,1,,1,,,1,
1941,539,42394,1,19:10,2,452.35,LHS,7d,,,2,2,,,2,,,,,4,1,,1,5,,,,1,,1,,,1,
